OBJECTID,Borough,Type,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID,SourceID,Activated,BoroCode,Borough Name,Neighborhood Tabulation Area Code (NTACODE),Neighborhood Tabulation Area (NTA),Council Distrcit,Postcode,BoroCD,Census Tract,BCTCB2010,BIN,BBL,DOITT_ID,"Location (Lat, Long)"
10546,1,Free,40.81410283,-73.95586492,996466.8656,235879.8026,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-022396,9/9/9999,1,Manhattan,MN06,Manhattanville,7,10027,109,219,219,1059701,1019820030,4791,"(40.8141028299, -73.95586492)"
10391,3,Limited Free,40.703041,-73.923628,1005425.523,195422.497,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK77,Bushwick North,34,11237,304,429,429,0,3032030001,246,"(40.7030410003, -73.9236280006)"
11896,4,Free,40.76676629,-73.92127596,1006056.803,218640.1927,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011469,6/26/2017,4,Queens,QN70,Astoria,22,11102,401,63,63,4008486,4006150040,4060,"(40.7667662903, -73.9212759595)"
9711,2,Limited Free,40.86473,-73.899037,1012175.924,254338.1869,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX05,Bedford Park-Fordham North,14,10468,207,401,401,0,2031760001,908,"(40.8647299997, -73.899037)"
10866,3,Free,40.6943,-73.9988,984582.7654,192228.6625,Outdoor,,Brooklyn,attwifi,,9/9/9999,3,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,33,11201,302,301,301,0,3002520007,1332,"(40.6943000001, -73.9988000002)"
10769,2,Limited Free,40.824255,-73.89791,1012504.833,239591.9917,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX33,Longwood,17,10459,202,131,131,0,0,1320,"(40.824255, -73.8979100001)"
10860,4,Limited Free,40.771229,-73.80905,1037140.163,220313.9538,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN51,Murray Hill,19,11354,407,1151,1151,0,0,1326,"(40.7712289998, -73.8090500002)"
10600,4,Limited Free,40.68079,-73.78468,1043971.251,187379.9727,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN76,Baisley Park,28,11434,412,288,288,0,4122290001,1404,"(40.6807900002, -73.7846799996)"
9694,3,Limited Free,40.660842,-73.965121,993926.9583,180040.8762,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK99,park-cemetery-etc-Brooklyn,39,11215,355,177,177,0,3011170001,891,"(40.6608419997, -73.9651209997)"
9980,3,Free,40.65326407,-73.88590905,1015907.402,177298.716,Library,,Brooklyn,BPLUNWIRED,,9/9/9999,3,Brooklyn,BK82,East New York,42,11207,305,1104,1104,3098071,3044130025,397,"(40.6532640727, -73.8859090476)"
9917,3,Free,40.67537085,-73.94856614,998516.8921,185336.4102,Library,,Brooklyn,BPLUNWIRED,,9/9/9999,3,Brooklyn,BK61,Crown Heights North,36,11216,308,315,315,3030731,3012200063,327,"(40.6753708519, -73.9485661367)"
10709,1,Free,40.731015,-73.988685,987385.973,205605.2512,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-008224,10/27/2016,1,Manhattan,MN22,East Village,2,10003,103,40,40,1006807,1004667500,3815,"(40.7310149996, -73.9886849997)"
12706,1,Free,40.75027937,-73.9770118,990619.3796,212624.5059,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000663,8/3/2017,1,Manhattan,MN20,Murray Hill-Kips Bay,4,10017,105,80,80,1036145,1012950020,3283,"(40.75027937, -73.9770118004)"
12002,2,Free,40.82010249,-73.91283823,1008374.745,238074.621,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-011789,1/12/2018,2,Bronx,BX34,Melrose South-Mott Haven North,17,10451,201,71,71,2114919,2023647500,4089,"(40.8201024948, -73.9128382274)"
9716,3,Limited Free,40.67343,-73.93463,1002383.07,184631.8798,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK61,Crown Heights North,36,11213,308,345,345,0,0,914,"(40.6734299998, -73.9346299998)"
11982,4,Free,40.74263091,-73.95267766,997363.1864,209840.6332,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-018207,3/22/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,7,7,4000243,4000420030,4530,"(40.7426309099, -73.9526776598)"
12314,4,Free,40.743976,-73.927772,1004264.227,210335.4016,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-001161,7/18/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,179,179,4003178,4002240020,3497,"(40.7439759997, -73.9277719998)"
10524,3,Limited Free,40.720079,-73.949511,998245.4146,201624.7585,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,9/9/9999,3,Brooklyn,BK73,North Side-South Side,33,11222,301,515,515,0,3026960001,95,"(40.7200789997, -73.9495109998)"
10075,5,Free,40.57193185,-74.11195815,953146.5261,147666.5239,Library,,Staten Island,NYPL,,9/9/9999,5,Staten Island,SI45,New Dorp-Midland Beach,50,10306,502,122,122,5052750,5036430005,499,"(40.5719318484, -74.1119581475)"
10342,1,Free,40.69272,-74.01578,979874.0307,191653.4137,Outdoor,Free - up to 5 mbs,New York,Governors Island,Governors Island Trust,9/9/9999,1,Manhattan,MN99,Governors Island,1,10004,101,5,5,1086432,1000010010,4935,"(40.6927199996, -74.0157800002)"
11211,1,Free,40.74389121,-73.98337004,988858.1332,210296.6959,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013738,4/24/2018,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,105,72,72,1018238,1008850000,4336,"(40.7438912097, -73.9833700403)"
12487,1,Free,40.8250896,-73.9516557,997629.7948,239883.2942,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001696,7/6/2016,1,Manhattan,MN04,Hamilton Heights,7,10031,109,229,229,1062347,1020890030,3572,"(40.8250896001, -73.9516556999)"
11086,1,Free,40.80902187,-73.9486889,998454.3171,234029.7101,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-013349,12/16/2016,1,Manhattan,MN11,Central Harlem South,9,10027,110,222,222,1058640,1019300030,4283,"(40.8090218697, -73.9486888994)"
10464,3,Limited Free,40.702978,-73.924737,1005118.052,195399.2779,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK77,Bushwick North,34,11237,304,429,429,0,3032030001,841,"(40.7029779998, -73.9247370003)"
10931,1,Free,40.813122,-73.944376,999647.2969,235524.2619,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN03,Central Harlem North-Polo Grounds,9,10027,110,226,226,0,0,765,"(40.8131219996, -73.944376)"
12442,1,Free,40.79489566,-73.97185626,992042.6114,228880.1279,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001505,7/20/2017,1,Manhattan,MN12,Upper West Side,6,10025,107,183,183,1056068,1018687500,3527,"(40.7948956597, -73.9718562601)"
10573,1,Free,40.74509981,-73.97882096,990118.569,210737.2997,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014623,1/17/2019,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,72,72,1018483,1008880040,4798,"(40.7450998102, -73.9788209601)"
11913,3,Free,40.676976,-73.949916,998142.1284,185920.9947,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-011604,3/7/2017,3,Brooklyn,BK61,Crown Heights North,36,11216,308,315,315,3030004,3012060050,4073,"(40.6769760001, -73.9499159996)"
10114,1,Free,40.7042999,-74.0102005,981421.7793,195872.0853,Outdoor,,New York,#DwtwnAllianceFreeWiFi,,9/9/9999,1,Manhattan,MN25,Battery Park City-Lower Manhattan,1,10004,101,9,9,1088620,1000297504,540,"(40.7042998996, -74.0102005003)"
12469,1,Free,40.80386123,-73.96670754,993466.9789,232147.0981,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001606,10/12/2017,1,Manhattan,MN09,Morningside Heights,7,10025,107,195,195,1086018,1018810000,3554,"(40.8038612301, -73.9667075405)"
10662,1,Free,40.78032124,-73.98131051,989425.9936,223569.4679,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000951,5/26/2016,1,Manhattan,MN12,Upper West Side,6,10023,107,163,163,1030741,1011667500,3420,"(40.7803212402, -73.9813105102)"
11633,4,Limited Free,40.747518,-73.910576,1009027.883,211630.2615,Outdoor,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN63,Woodside,26,11377,402,251,251,0,4012360002,1189,"(40.7475179999, -73.9105759999)"
12017,1,Free,40.81120483,-73.95384878,997025.5033,234824.2463,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011998,8/30/2018,1,Manhattan,MN09,Morningside Heights,9,10027,109,209,209,1087468,1019510000,4104,"(40.8112048322, -73.9538487753)"
10026,5,Free,40.5340583,-74.19323686,930535.802,133907.6479,Library,,Staten Island,NYPL,,9/9/9999,5,Staten Island,SI32,Rossville-Woodrow,51,10312,503,20804,20804,5083401,5068170001,444,"(40.5340582999, -74.193236856)"
11674,2,Limited Free,40.842327,-73.909734,1009225.592,246172.6927,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX14,East Concourse-Concourse Village,16,10457,204,225,225,0,0,1231,"(40.8423270004, -73.9097340002)"
10834,1,Free,40.730328,-73.992629,986292.9073,205354.8393,Subway Station,SN 16,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN23,West Village,2,10003,102,57,57,0,0,1658,"(40.7303280003, -73.9926289996)"
11615,1,Limited Free,40.793669,-73.936816,1001745.095,228438.2712,Indoor,3 free 10 min sessions,New York,GuestWiFi,0,9/9/9999,1,Manhattan,MN34,East Harlem North,8,10029,111,178,178,1085632,1017050001,1169,"(40.7936690002, -73.9368160005)"
10354,1,Free,40.69041,-74.01767,979349.7431,190811.913,Outdoor,Free - up to 5 mbs,New York,Governors Island,Governors Island Trust,9/9/9999,1,Manhattan,MN99,Governors Island,1,10004,101,5,5,1086363,1000010010,4947,"(40.6904099998, -74.0176699999)"
11026,1,Free,40.7462509,-73.99050599,986880.6808,211156.1115,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012796,12/4/2017,1,Manhattan,MN17,Midtown-Midtown South,3,10001,105,95,95,1015118,1008040040,4223,"(40.7462508997, -73.9905059896)"
12425,1,Free,40.750373,-73.991057,986727.8487,212657.9091,Subway Station,SN 318,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN17,Midtown-Midtown South,3,10001,105,101,101,0,0,1757,"(40.750373, -73.9910570003)"
12053,1,Free,40.76321777,-73.95920163,995551.8783,217340.1825,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012375,3/6/2018,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,5,10065,108,116,116,1083904,1014590000,4140,"(40.7632177698, -73.9592016295)"
12373,3,Free,40.703811,-73.918425,1006867.887,195704.3314,Subway Station,SN 127,Brooklyn,TransitWirelessWiFi,,9/9/9999,3,Brooklyn,BK77,Bushwick North,37,11237,304,443,443,0,0,1702,"(40.7038110001, -73.9184250003)"
12916,4,Free,40.73810857,-73.88571747,1015920.232,208210.1184,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-006867,1/12/2017,4,Queens,QN50,Elmhurst-Maspeth,25,11373,404,479,479,4056457,4024520010,3770,"(40.7381085702, -73.8857174696)"
12049,1,Free,40.75499065,-73.96518956,993894.3058,214342.0582,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012363,5/9/2018,1,Manhattan,MN19,Turtle Bay-East Midtown,4,10022,106,86,86,1081200,1013630050,4136,"(40.7549906503, -73.9651895595)"
11885,4,Free,40.69396285,-73.85118474,1025517.335,192140.8802,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-011373,7/13/2017,4,Queens,QN53,Woodhaven,32,11421,409,20,20,4184324,4089350000,4049,"(40.6939628501, -73.8511847395)"
10416,3,Free,40.690137,-73.983226,988901.7968,190712.4024,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,15,15,3396776,3001497501,272,"(40.6901370001, -73.9832259996)"
12851,1,Free,40.776833,-73.955586,996550.957,222301.1506,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000865,3/30/2016,1,Manhattan,MN40,Upper East Side-Carnegie Hill,5,10028,108,140,140,1047619,1015110030,3355,"(40.7768330001, -73.9555860005)"
12074,3,Free,40.67845279,-73.97325278,991668.889,186456.1944,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-000036,3/8/2018,3,Brooklyn,BK64,Prospect Heights,35,11217,308,161,161,3028698,3011570020,3029,"(40.6784527942, -73.9732527771)"
10215,3,Limited Free,40.672356,-74.004046,983127.6564,184233.8511,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,0,9/9/9999,3,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,38,11231,306,53,53,3008670,3005820001,1090,"(40.6723560001, -74.0040460005)"
12038,1,Free,40.74705459,-73.98106107,989497.6955,211449.3465,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012278,5/17/2018,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,72,72,1017084,1008900000,4125,"(40.7470545903, -73.9810610705)"
9758,1,Free,40.74122503,-73.97893462,990087.4142,209325.5863,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012676,9/9/9999,1,Manhattan,MN20,Murray Hill-Kips Bay,2,10016,106,66,66,1019898,1009090030,4875,"(40.7412250301, -73.9789346196)"
10793,1,Free,40.800605,-73.958159,995834.1989,230961.7543,Subway Station,SN 155,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN11,Central Harlem South,9,10026,110,19702,19702,0,0,1615,"(40.8006050001, -73.9581590002)"
12625,3,Free,40.68788961,-73.97820169,990295.3514,189893.9191,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-002234,3/24/2017,3,Brooklyn,BK68,Fort Greene,35,11217,302,33,33,3331261,3020960070,3625,"(40.6878896096, -73.9782016897)"
10818,1,Free,40.76266,-73.967258,993320.1958,217136.0317,Subway Station,SN 7,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN40,Upper East Side-Carnegie Hill,4,10065,108,11402,11402,0,0,1641,"(40.7626599996, -73.9672579996)"
12644,4,Free,40.74445002,-73.93187521,1003127.102,210507.1912,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-002674,2/2/2017,4,Queens,QN31,Hunters Point-Sunnyside-West Maspeth,26,11101,402,179,179,4003441,4002480040,3644,"(40.7444500197, -73.9318752102)"
11383,1,Free,40.799446,-73.968379,993004.8181,230538.3037,Subway Station,SN 309,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN12,Upper West Side,6,10025,107,191,191,0,0,1583,"(40.7994460003, -73.9683789996)"
10637,1,Free,40.80351567,-73.93610685,1001938.835,232025.8979,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000915,3/22/2016,1,Manhattan,MN34,East Harlem North,8,10035,111,196,196,1087605,1017730020,3395,"(40.8035156697, -73.9361068502)"
10095,2,Free,40.84802911,-73.85695785,1023824.759,248269.6298,Library,,Bronx,NYPL,,9/9/9999,2,Bronx,BX37,Van Nest-Morris Park-Westchester Square,13,10462,211,252,252,2045398,2041260040,521,"(40.8480291101, -73.8569578538)"
12785,1,Free,40.810378,-73.958321,995787.6531,234522.3814,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-004818,9/28/2016,1,Manhattan,MN09,Morningside Heights,7,10027,109,207,207,1087900,1019630060,3712,"(40.8103780004, -73.9583210001)"
9853,3,Free,40.693721,-73.983328,988873.2614,192018.1534,Outdoor,,Brooklyn,Downtown Brooklyn WiFi,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,15,15,0,0,993,"(40.6937210001, -73.9833279997)"
9775,1,Free,40.74150205,-73.9935926,986025.543,209425.8765,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014212,5/21/2018,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10010,105,54,54,1015514,1008220080,4892,"(40.7415020499, -73.9935926005)"
10645,1,Free,40.774913,-73.982388,989127.9824,221599.0021,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000927,10/16/2017,1,Manhattan,MN14,Lincoln Square,6,10023,107,153,153,1028850,1011390010,3403,"(40.7749130002, -73.9823880003)"
10881,4,Limited Free,40.74849,-73.82121,1033788.947,212022.3007,Outdoor TWC Aerial,3 free 10 min sessions,Queens,GuestWiFi,0,9/9/9999,4,Queens,QN62,Queensboro Hill,20,11355,407,837,837,0,0,1348,"(40.7484900001, -73.8212100001)"
12327,1,Free,40.78945727,-73.97504101,991161.3628,226898.4675,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-001482,8/7/2017,1,Manhattan,MN12,Upper West Side,6,10024,107,175,175,1087732,1012367500,3510,"(40.7894572696, -73.9750410102)"
12036,1,Free,40.716869,-73.997578,984921.4042,200451.2333,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012249,12/15/2016,1,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,10013,102,41,41,1002628,1002040040,4123,"(40.716869, -73.9975780003)"
11194,4,Free,40.74798095,-73.88002682,1017492.31,211809.0462,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Queens,LinkNYC Free Wi-Fi,LINK-013622,9/7/2017,4,Queens,QN29,Elmhurst,21,11373,404,269,269,4037053,4015020010,4319,"(40.7479809503, -73.8800268197)"
9648,1,Free,40.76094634,-73.96139743,994943.9671,216512.3505,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-012297,6/15/2018,1,Manhattan,MN31,Lenox Hill-Roosevelt Island,5,10065,108,110,110,1044211,1014350030,4847,"(40.7609463402, -73.9613974296)"
11081,2,Free,40.86215226,-73.89839588,1012354.344,253399.2219,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-013324,10/26/2017,2,Bronx,BX40,Fordham South,14,10468,205,237,237,2013807,2031660070,4278,"(40.8621522603, -73.89839588)"
12728,1,Free,40.73053706,-73.98638945,988022.2159,205431.2135,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-003227,9/13/2016,1,Manhattan,MN22,East Village,2,10003,103,40,40,1006837,1004670040,3655,"(40.7305370603, -73.9863894501)"
10386,3,Limited Free,40.57696,-73.94359,999920.2777,149483.5728,Outdoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,48,11235,315,616,616,3347138,3087600485,242,"(40.5769599998, -73.9435899994)"
11743,1,Free,40.73910655,-73.99915027,984485.4756,208553.056,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-011005,2/7/2018,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10011,104,81,81,1014515,1007900000,3979,"(40.7391065499, -73.9991502702)"
11365,4,Free,40.742454,-73.882017,1016943.582,209794.6543,Subway Station,SN 452,Queens,TransitWirelessWiFi,,9/9/9999,4,Queens,QN29,Elmhurst,25,11373,404,271,271,0,0,1565,"(40.7424539997, -73.8820169994)"
9912,2,Free,40.8476919,-73.78636659,1043355.16,248186.5342,Library,,Bronx,NYPL,,9/9/9999,2,Bronx,BX10,Pelham Bay-Country Club-City Island,13,10464,210,516,516,2122890,2056440010,322,"(40.8476919036, -73.786366589)"
12613,1,Free,40.83020903,-73.94791148,998664.938,241749.0838,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-002070,7/20/2016,1,Manhattan,MN04,Hamilton Heights,7,10031,109,237,237,1062450,1020970030,3613,"(40.8302090304, -73.9479114794)"
12657,1,Free,40.75466587,-73.99181602,986517.4,214221.92,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-000518,5/12/2016,1,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,10018,104,111,111,1013624,1007610040,3234,"(40.7546658704, -73.9918160201)"
11413,1,Free,40.754222,-73.984569,988525.2405,214060.4742,Subway Station,SN 226,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN17,Midtown-Midtown South,4,10036,105,113,113,0,0,1524,"(40.7542219997, -73.984569)"
10790,1,Free,40.785672,-73.95107,997799.9151,225522.1638,Subway Station,SN 396,New York,TransitWirelessWiFi,,9/9/9999,1,Manhattan,MN40,Upper East Side-Carnegie Hill,5,10128,108,15801,15801,0,0,1612,"(40.785672, -73.9510700004)"
11711,2,Limited Free,40.835691,-73.900089,1011897.013,243757.8488,Outdoor,3 free 10 min sessions,Bronx,GuestWiFi,,9/9/9999,2,Bronx,BX99,park-cemetery-etc-Bronx,17,10456,203,163,163,0,2029410101,1268,"(40.8356910004, -73.900089)"
10825,2,Free,40.861296,-73.897749,1012533.639,253087.4614,Subway Station,SN 213,Bronx,TransitWirelessWiFi,,9/9/9999,2,Bronx,BX05,Bedford Park-Fordham North,15,10458,205,23702,23702,0,0,1648,"(40.8612959996, -73.8977489998)"
10178,3,Free,40.696027,-73.988456,987451.1206,192858.0681,Outdoor,,Brooklyn,DowntownBrooklynWiFi_Fon,,9/9/9999,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,13,13,3335892,3001280001,617,"(40.6960269997, -73.9884560003)"
10141,1,Free,40.806858,-73.949726,998167.6716,233241.1694,Outdoor,,New York,Harlem Wi-Fi,,9/9/9999,1,Manhattan,MN11,Central Harlem South,9,10027,110,220,220,1057699,1019060062,569,"(40.806858, -73.9497260004)"
11736,1,Free,40.72287042,-74.00797977,982038.1219,202637.8264,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-010992,10/10/2017,1,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,10013,101,33,33,1002854,1002210030,3972,"(40.7228704203, -74.0079797698)"
12911,3,Free,40.69059444,-73.9879984,987578.283,190878.8437,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-006143,5/3/2017,3,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,11201,302,37,37,3000428,3001540030,3765,"(40.6905944398, -73.9879984001)"
12590,1,Free,40.82732011,-73.95002586,998080.4064,240696.2034,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-002058,7/20/2016,1,Manhattan,MN04,Hamilton Heights,7,10031,109,233,233,1062398,1020930030,3603,"(40.8273201098, -73.9500258603)"
11826,1,Free,40.80404696,-73.95213993,997499.9676,232216.634,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",New York,LinkNYC Free Wi-Fi,LINK-014642,1/9/2017,1,Manhattan,MN11,Central Harlem South,9,10026,110,218,218,1084042,1019230030,4446,"(40.8040469596, -73.9521399306)"
9722,3,Limited Free,40.673695,-73.934935,1002298.394,184728.3639,Indoor,3 free 10 min sessions,Brooklyn,GuestWiFi,,9/9/9999,3,Brooklyn,BK61,Crown Heights North,36,11213,308,345,345,0,3013530001,921,"(40.6736949998, -73.9349349997)"
12081,3,Free,40.688851,-73.980613,989626.5424,190244.0244,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-000045,1/20/2017,3,Brooklyn,BK68,Fort Greene,35,11201,302,33,33,3058594,3020930000,3036,"(40.6888509997, -73.9806129999)"
11820,2,Free,40.83490416,-73.9182259,1006878.505,243465.9682,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-014613,7/2/2018,2,Bronx,BX63,West Concourse,16,10452,204,197,197,2002855,2024650050,4440,"(40.8349041574, -73.9182258958)"
12064,3,Free,40.70506042,-73.94291758,1000076.658,196154.1576,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Brooklyn,LinkNYC Free Wi-Fi,LINK-000005,5/23/2017,3,Brooklyn,BK90,East Williamsburg,34,11206,301,491,491,3325892,3030880020,3019,"(40.7050604197, -73.9429175794)"
11985,2,Free,40.81751219,-73.92888643,1003933.67,237126.867,Outdoor Kiosk,"Tablet Internet -phone , Free 1 GB Wi-FI Service",Bronx,LinkNYC Free Wi-Fi,LINK-018220,6/28/2017,2,Bronx,BX63,West Concourse,17,10451,201,63,63,2001088,2023500020,4533,"(40.8175121901, -73.9288864302)"
